Sales ID,Game_Id,Countryid,Platform,Year_of_Release,Region,Country,Total_Sales,Unit_Price,Revenue,Development_Cost
1161,111,4,PS4,2015,Europe,Croatia,1600,60,96000,75840
1162,111,4,XOne,2015,Europe,Croatia,420,60,25200,22428
1163,111,4,PC,2015,Europe,Croatia,80,60,4800,3744
1164,112,4,Nintendo Switch,2015,Europe,Croatia,380,60,22800,20520
1165,112,4,PS4,2015,Europe,Croatia,160,60,9600,8640
1166,112,4,XOne,2015,Europe,Croatia,100,60,6000,4500
1167,113,4,Nintendo Switch,2015,Europe,Croatia,500,60,30000,20100
1168,113,4,PS4,2015,Europe,Croatia,260,60,15600,11076
1169,113,4,XOne,2015,Europe,Croatia,80,60,4800,3744
1170,114,4,PS4,2015,Europe,Croatia,320,60,19200,17472
1171,114,4,XOne,2015,Europe,Croatia,100,60,6000,3960
1172,115,4,PS4,2015,Europe,Croatia,740,60,44400,35076
1173,115,4,Nintendo Switch,2015,Europe,Croatia,360,60,21600,13824
1174,115,4,XOne,2015,Europe,Croatia,300,60,18000,12420
1175,116,4,PS4,2015,Europe,Croatia,760,60,45600,33744
1176,116,4,XOne,2015,Europe,Croatia,400,60,24000,23280
1177,116,4,Nintendo Switch,2015,Europe,Croatia,100,60,6000,4800
1178,117,4,PS4,2015,Europe,Croatia,660,60,39600,25740
1179,117,4,XOne,2015,Europe,Croatia,260,60,15600,13416
1180,118,4,PS4,2015,Europe,Croatia,840,60,50400,43344
1181,118,4,XOne,2015,Europe,Croatia,440,60,26400,19272
1182,118,4,Nintendo Switch,2015,Europe,Croatia,380,60,22800,15048
1183,118,4,PC,2015,Europe,Croatia,80,60,4800,3168
1184,119,4,PS4,2015,Europe,Croatia,820,60,49200,29520
1185,119,4,XOne,2015,Europe,Croatia,400,60,24000,16800
1186,119,4,PC,2015,Europe,Croatia,200,60,12000,11160
1187,123,4,PS4,2015,Europe,Croatia,1400,60,84000,72240
1188,123,4,XOne,2015,Europe,Croatia,260,60,15600,12168
1189,123,4,PC,2015,Europe,Croatia,240,60,14400,11808
1190,120,4,PS4,2015,Europe,Croatia,1040,60,62400,38688
1191,120,4,XOne,2015,Europe,Croatia,220,60,13200,11880
1192,121,4,PS4,2014,Europe,Croatia,12620,60,757200,704196
1193,121,4,XOne,2014,Europe,Croatia,4380,60,262800,257544
1194,121,4,PC,2015,Europe,Croatia,1380,60,82800,51336
1195,122,4,PS4,2015,Europe,Croatia,1200,60,72000,51840
1196,122,4,XOne,2015,Europe,Croatia,440,60,26400,18216
1197,124,4,PC,2014,Europe,Croatia,1020,60,61200,39168
1198,124,4,XOne,2015,Europe,Croatia,760,60,45600,42864
1199,125,4,Nintendo Switch,2015,Europe,Croatia,940,60,56400,45684
1200,126,4,Nintendo Switch,2015,Europe,Croatia,1060,60,63600,46428
1201,127,4,PS4,2015,Europe,Croatia,1800,60,108000,104760
1202,128,4,PS4,2015,Europe,Croatia,1560,60,93600,57096
1203,129,4,XOne,2015,Europe,Croatia,1800,60,108000,101520
1204,130,4,PS4,2015,Europe,Croatia,2060,60,123600,81576
1205,130,4,XOne,2015,Europe,Croatia,780,60,46800,36972
1206,130,4,PC,2015,Europe,Croatia,220,60,13200,11484
1207,131,4,PS4,2015,Europe,Croatia,1580,60,94800,91956
1208,131,4,XOne,2015,Europe,Croatia,460,60,27600,23184
1209,132,4,PS4,2015,Europe,Croatia,1340,60,80400,74772
1210,132,4,XOne,2015,Europe,Croatia,600,60,36000,25200
1211,132,4,PC,2015,Europe,Croatia,120,60,7200,6336
1212,133,4,PS4,2015,Europe,Croatia,1880,60,112800,106032
1213,133,4,XOne,2015,Europe,Croatia,740,60,44400,31524
1214,133,4,PC,2015,Europe,Croatia,260,60,15600,12012
1215,134,4,PS4,2015,Europe,Croatia,2380,60,142800,88536
1216,134,4,XOne,2015,Europe,Croatia,900,60,54000,51840
1217,134,4,PC,2015,Europe,Croatia,160,60,9600,5856
1218,135,4,PS4,2015,Europe,Croatia,1620,60,97200,72900
1219,136,4,Nintendo Switch,2015,Europe,Croatia,1780,60,106800,100392
1220,137,4,PS4,2015,Europe,Croatia,600,60,36000,25560
1221,137,4,XOne,2015,Europe,Croatia,160,60,9600,7584
1222,138,4,XOne,2015,Europe,Croatia,660,60,39600,34056
1223,139,4,PS4,2015,Europe,Croatia,3980,60,238800,164772
1224,139,4,XOne,2015,Europe,Croatia,1120,60,67200,57120
1225,139,4,PC,2015,Europe,Croatia,180,60,10800,10044
1226,140,4,PS4,2015,Europe,Croatia,2720,60,163200,151776
1227,140,4,XOne,2015,Europe,Croatia,520,60,31200,30576
1228,140,4,PC,2015,Europe,Croatia,140,60,8400,6468
1229,141,4,PS4,2015,Europe,Croatia,1320,60,79200,57024
1230,141,4,XOne,2015,Europe,Croatia,300,60,18000,13860
1231,141,4,PC,2015,Europe,Croatia,120,60,7200,6912
1232,142,4,PS4,2015,Europe,Croatia,3380,60,202800,164268
1233,142,4,XOne,2015,Europe,Croatia,940,60,56400,53016
1234,142,4,PC,2015,Europe,Croatia,60,60,3600,3492
1235,143,4,PS4,2015,Europe,Croatia,4260,60,255600,209592
1236,143,4,XOne,2015,Europe,Croatia,1000,60,60000,38400
1237,143,4,PC,2015,Europe,Croatia,920,60,55200,35328
1238,144,4,Nintendo Switch,2015,Europe,Croatia,2360,60,141600,101952
1239,145,4,XOne,2015,Europe,Croatia,2540,60,152400,128016
1240,146,4,PS4,2015,Europe,Croatia,3420,60,205200,151848
1241,147,4,PS4,2015,Europe,Croatia,6540,60,392400,239364
1242,147,4,XOne,2015,Europe,Croatia,2640,60,158400,142560
1243,147,4,PC,2015,Europe,Croatia,1340,60,80400,65124
1244,148,4,PS4,2015,Europe,Croatia,12240,60,734400,690336
1245,148,4,XOne,2015,Europe,Croatia,4240,60,254400,160272
1246,148,4,PC,2015,Europe,Croatia,260,60,15600,13104
1247,150,4,XOne,2015,Europe,Croatia,1400,60,84000,60480
1248,150,4,PC,2016,Europe,Croatia,220,60,13200,12804
1249,152,4,PS4,2016,Europe,Croatia,900,60,54000,32400
1250,152,4,XOne,2016,Europe,Croatia,180,60,10800,8964
1251,152,4,PC,2016,Europe,Croatia,140,60,8400,6216
1252,153,4,PS4,2016,Europe,Croatia,420,60,25200,16884
1253,153,4,XOne,2016,Europe,Croatia,300,60,18000,14400
1254,153,4,PC,2016,Europe,Croatia,80,60,4800,4368
1255,149,4,PC,2016,Europe,Croatia,1160,60,69600,61944
1256,149,4,PS4,2016,Europe,Croatia,620,60,37200,26784
1257,149,4,XOne,2016,Europe,Croatia,140,60,8400,8064
1258,154,4,PS4,2016,Europe,Croatia,860,60,51600,37668
1259,154,4,XOne,2016,Europe,Croatia,260,60,15600,10296
1260,154,4,Nintendo Switch,2016,Europe,Croatia,140,60,8400,5124
1261,155,4,PS4,2016,Europe,Croatia,700,60,42000,41160
1262,155,4,XOne,2016,Europe,Croatia,240,60,14400,12960
1263,155,4,Nintendo Switch,2016,Europe,Croatia,200,60,12000,10680
1264,156,4,PS4,2016,Europe,Croatia,500,60,30000,26100
1265,156,4,XOne,2016,Europe,Croatia,300,60,18000,10800
1266,156,4,PC,2016,Europe,Croatia,80,60,4800,4560
1267,157,4,PS4,2016,Europe,Croatia,980,60,58800,57624
1268,157,4,XOne,2016,Europe,Croatia,280,60,16800,16296
1269,158,4,Nintendo Switch,2016,Europe,Croatia,520,60,31200,23088
1270,159,4,Nintendo Switch,2016,Europe,Croatia,600,60,36000,29880
1271,160,4,XOne,2016,Europe,Croatia,1160,60,69600,60552
1272,161,4,PS4,2016,Europe,Croatia,1160,60,69600,50808
1273,161,4,XOne,2016,Europe,Croatia,320,60,19200,11904
1274,162,4,PS4,2016,Europe,Croatia,900,60,54000,51840
1275,162,4,XOne,2016,Europe,Croatia,140,60,8400,5964
1276,163,4,XOne,2016,Europe,Croatia,880,60,52800,36960
1277,151,4,PS4,2016,Europe,Croatia,1520,60,91200,81168
1278,164,4,PS4,2016,Europe,Croatia,340,60,20400,18972
1279,164,4,XOne,2016,Europe,Croatia,40,60,2400,1920
1280,165,4,PS4,2016,Europe,Croatia,2160,60,129600,89424
1281,165,4,XOne,2016,Europe,Croatia,580,60,34800,32016
1282,165,4,PC,2016,Europe,Croatia,200,60,12000,8760
1283,166,4,PS4,2016,Europe,Croatia,540,60,32400,21708
1284,166,4,XOne,2016,Europe,Croatia,120,60,7200,5400
1285,166,4,PC,2016,Europe,Croatia,20,60,1200,852
1286,167,4,PS4,2016,Europe,Croatia,1700,60,102000,62220
1287,167,4,XOne,2016,Europe,Croatia,660,60,39600,23760
1288,167,4,PC,2016,Europe,Croatia,480,60,28800,20448
1289,168,4,PS4,2016,Europe,Croatia,2500,60,150000,111000
1290,168,4,XOne,2016,Europe,Croatia,660,60,39600,32076
1291,168,4,PC,2016,Europe,Croatia,220,60,13200,11748
1292,169,4,PS4,2016,Europe,Croatia,3400,60,204000,161160
1293,169,4,XOne,2016,Europe,Croatia,1360,60,81600,58752
1294,169,4,PC,2016,Europe,Croatia,300,60,18000,13140
1295,170,4,PS4,2016,Europe,Croatia,4300,60,258000,206400
1296,170,4,XOne,2016,Europe,Croatia,1540,60,92400,89628
1297,170,4,PC,2016,Europe,Croatia,480,60,28800,18720
1298,171,4,PS4,2016,Europe,Croatia,4000,60,240000,187200
1299,171,4,XOne,2016,Europe,Croatia,1480,60,88800,81696
1300,171,4,PC,2016,Europe,Croatia,160,60,9600,7584
1301,172,4,PS4,2016,Europe,Croatia,5000,60,300000,240000
1302,173,4,PS4,2016,Europe,Croatia,11500,60,690000,441600
1303,173,4,XOne,2016,Europe,Croatia,4100,60,246000,226320
1304,173,4,PC,2016,Europe,Croatia,220,60,13200,12408
1305,2,5,PC,1996,Europe,Cyprus,70,60,4200,2940
1306,1,5,PC,1996,Europe,Cyprus,1580,60,94800,64464
1307,6,5,PC,1997,Europe,Cyprus,1250,60,75000,52500
1308,3,5,PC,1997,Europe,Cyprus,100,60,6000,3960
1309,5,5,PC,1997,Europe,Cyprus,820,60,49200,32964
1310,4,5,PC,1997,Europe,Cyprus,2,60,120,108
1311,7,5,PC,1998,Europe,Cyprus,40,60,2400,1440
1312,8,5,PC,1999,Europe,Cyprus,10,60,600,510
1313,9,5,PC,2000,Europe,Cyprus,1180,60,70800,50268
1314,10,5,PC,2001,Europe,Cyprus,20,60,1200,1140
1315,11,5,PC,2001,Europe,Cyprus,2,60,120,109
1316,12,5,PC,2001,Europe,Cyprus,830,60,49800,47808
1317,13,5,PC,2002,Europe,Cyprus,50,60,3000,2250
1318,14,5,PC,2002,Europe,Cyprus,1210,60,72600,67518
1319,15,5,PC,2002,Europe,Cyprus,1560,60,93600,81432
1320,16,5,PC,2003,Europe,Cyprus,870,60,52200,31320
1321,17,5,PC,2003,Europe,Cyprus,8,60,480,307
1322,18,5,PC,2003,Europe,Cyprus,800,60,48000,46080
1323,19,5,PC,2004,Europe,Cyprus,20,60,1200,852
1324,20,5,PC,2004,Europe,Cyprus,6210,60,372600,350244
1325,21,5,PC,2005,Europe,Cyprus,50,60,3000,2790
1326,22,5,PC,2007,Europe,Cyprus,1120,60,67200,45024
1327,23,5,PC,2007,Europe,Cyprus,1120,60,67200,50400
1328,24,5,PC,2007,Europe,Cyprus,1520,60,91200,77520
1329,25,5,PC,2008,Europe,Cyprus,1140,60,68400,50616
1330,26,5,PC,2008,Europe,Cyprus,1060,60,63600,59784
1331,27,5,PC,2008,Europe,Cyprus,130,60,7800,5070
1332,28,5,PC,2009,Europe,Cyprus,970,60,58200,44814
1333,29,5,PC,2009,Europe,Cyprus,6420,60,385200,331272
1334,30,5,PC,2010,Europe,Cyprus,450,60,27000,17820
1335,31,5,PC,2010,Europe,Cyprus,1010,60,60600,58176
1336,32,5,PC,2010,Europe,Cyprus,520,60,31200,29952
1337,33,5,PC,2010,Europe,Cyprus,870,60,52200,33408
1338,34,5,PC,2010,Europe,Cyprus,320,60,19200,14784
1339,35,5,PC,2010,Europe,Cyprus,1680,60,100800,66528
1340,36,5,PC,2011,Europe,Cyprus,1130,60,67800,47460
1341,37,5,PC,2011,Europe,Cyprus,1160,60,69600,53592
1342,38,5,PC,2011,Europe,Cyprus,980,60,58800,48216
1343,39,5,PC,2011,Europe,Cyprus,1430,60,85800,68640
1344,40,5,PC,2011,Europe,Cyprus,1010,60,60600,46056
1345,41,5,PC,2011,Europe,Cyprus,2120,60,127200,81408
1346,42,5,PC,2012,Europe,Cyprus,530,60,31800,19080
1347,42,5,Nintendo Switch,2012,Europe,Cyprus,130,60,7800,5382
1348,43,5,Nintendo Switch,2012,Europe,Cyprus,360,60,21600,13392
1349,44,5,PC,2012,Europe,Cyprus,950,60,57000,39330
1350,45,5,PC,2012,Europe,Cyprus,690,60,41400,31464
1351,45,5,Nintendo Switch,2012,Europe,Cyprus,180,60,10800,7992
1352,46,5,PC,2012,Europe,Cyprus,760,60,45600,44232
1353,47,5,PC,2012,Europe,Cyprus,1070,60,64200,51360
1354,48,5,Nintendo Switch,2012,Europe,Cyprus,1110,60,66600,60606
1355,49,5,PC,2012,Europe,Cyprus,2160,60,129600,114048
1356,49,5,PS4,2014,Europe,Cyprus,980,60,58800,57036
1357,50,5,Nintendo Switch,2012,Europe,Cyprus,1340,60,80400,73164
1358,51,5,PS4,2013,Europe,Cyprus,1430,60,85800,60918
1359,51,5,XOne,2013,Europe,Cyprus,770,60,46200,36960
1360,51,5,Nintendo Switch,2013,Europe,Cyprus,90,60,5400,4536
1361,52,5,Nintendo Switch,2013,Europe,Cyprus,150,60,9000,7380
1362,52,5,PS4,2013,Europe,Cyprus,120,60,7200,6696
1363,52,5,XOne,2013,Europe,Cyprus,60,60,3600,2988
1364,53,5,Nintendo Switch,2013,Europe,Cyprus,230,60,13800,9660
1365,53,5,PS4,2013,Europe,Cyprus,160,60,9600,6912
1366,53,5,XOne,2013,Europe,Cyprus,110,60,6600,6204
1367,54,5,PS4,2014,Europe,Cyprus,640,60,38400,35328
1368,54,5,Nintendo Switch,2013,Europe,Cyprus,330,60,19800,14652
1369,54,5,XOne,2014,Europe,Cyprus,180,60,10800,9612
1370,55,5,PS4,2013,Europe,Cyprus,130,60,7800,7020
1371,55,5,XOne,2013,Europe,Cyprus,50,60,3000,2910
1372,56,5,Nintendo Switch,2013,Europe,Cyprus,420,60,25200,20412
1373,57,5,Nintendo Switch,2013,Europe,Cyprus,320,60,19200,12480
1374,58,5,XOne,2013,Europe,Cyprus,430,60,25800,18060
1375,59,5,PC,2013,Europe,Cyprus,770,60,46200,31416
1376,60,5,PS4,2013,Europe,Cyprus,310,60,18600,13020
1377,60,5,XOne,2013,Europe,Cyprus,110,60,6600,4026
1378,61,5,XOne,2013,Europe,Cyprus,350,60,21000,18060
1379,62,5,PS4,2013,Europe,Cyprus,760,60,45600,40128
1380,62,5,XOne,2013,Europe,Cyprus,350,60,21000,17220
1381,62,5,Nintendo Switch,2013,Europe,Cyprus,350,60,21000,13440
1382,62,5,PC,2013,Europe,Cyprus,120,60,7200,5400
1383,63,5,PC,2013,Europe,Cyprus,660,60,39600,33660
1384,64,5,PS4,2013,Europe,Cyprus,680,60,40800,26928
1385,65,5,Nintendo Switch,2013,Europe,Cyprus,560,60,33600,27888
1386,66,5,PS4,2013,Europe,Cyprus,920,60,55200,41400
1387,66,5,PC,2013,Europe,Cyprus,190,60,11400,8892
1388,66,5,XOne,2013,Europe,Cyprus,170,60,10200,7548
1389,67,5,XOne,2013,Europe,Cyprus,790,60,47400,34602
1390,68,5,Nintendo Switch,2013,Europe,Cyprus,620,60,37200,31620
1391,69,5,PS4,2013,Europe,Cyprus,1330,60,79800,77406
1392,70,5,PS4,2013,Europe,Cyprus,1310,60,78600,54234
1393,70,5,XOne,2013,Europe,Cyprus,550,60,33000,25410
1394,70,5,PC,2013,Europe,Cyprus,380,60,22800,16416
1395,70,5,Nintendo Switch,2013,Europe,Cyprus,90,60,5400,3510
1396,71,5,PS4,2013,Europe,Cyprus,1850,60,111000,81030
1397,71,5,XOne,2013,Europe,Cyprus,660,60,39600,24156
1398,71,5,PC,2013,Europe,Cyprus,360,60,21600,20736
1399,72,5,PS4,2013,Europe,Cyprus,1550,60,93000,73470
1400,72,5,PC,2013,Europe,Cyprus,870,60,52200,46980
1401,72,5,XOne,2013,Europe,Cyprus,580,60,34800,28188
1402,73,5,Nintendo Switch,2013,Europe,Cyprus,1160,60,69600,66120
1403,74,5,PS4,2014,Europe,Cyprus,1900,60,114000,93480
1404,74,5,XOne,2014,Europe,Cyprus,530,60,31800,24804
1405,74,5,PC,2014,Europe,Cyprus,260,60,15600,11232
1406,74,5,Nintendo Switch,2014,Europe,Cyprus,50,60,3000,2460
1407,75,5,PS4,2014,Europe,Cyprus,190,60,11400,10260
1408,75,5,XOne,2014,Europe,Cyprus,60,60,3600,2268
1409,76,5,PS4,2014,Europe,Cyprus,380,60,22800,20520
1410,76,5,XOne,2014,Europe,Cyprus,120,60,7200,4680
1411,76,5,Nintendo Switch,2014,Europe,Cyprus,110,60,6600,5082
1412,76,5,PC,2014,Europe,Cyprus,50,60,3000,2010
1413,77,5,PS4,2014,Europe,Cyprus,310,60,18600,18042
1414,77,5,Nintendo Switch,2014,Europe,Cyprus,230,60,13800,9522
1415,77,5,XOne,2014,Europe,Cyprus,130,60,7800,5616
1416,77,5,PC,2014,Europe,Cyprus,40,60,2400,2040
1417,100,5,PS4,2014,Europe,Cyprus,340,60,20400,14892
1418,100,5,XOne,2014,Europe,Cyprus,110,60,6600,4356
1419,78,5,PS4,2014,Europe,Cyprus,290,60,17400,12006
1420,78,5,XOne,2014,Europe,Cyprus,230,60,13800,8970
1421,78,5,PC,2014,Europe,Cyprus,20,60,1200,1164
1422,79,5,Nintendo Switch,2014,Europe,Cyprus,260,60,15600,12792
1423,79,5,PS4,2014,Europe,Cyprus,180,60,10800,8208
1424,80,5,Nintendo Switch,2014,Europe,Cyprus,290,60,17400,16878
1425,80,5,XOne,2014,Europe,Cyprus,130,60,7800,5850
1426,80,5,PS4,2014,Europe,Cyprus,130,60,7800,6318
1427,81,5,PS4,2014,Europe,Cyprus,400,60,24000,19200
1428,81,5,Nintendo Switch,2014,Europe,Cyprus,210,60,12600,12222
1429,81,5,XOne,2014,Europe,Cyprus,170,60,10200,7038
1430,81,5,PC,2014,Europe,Cyprus,60,60,3600,2232
1431,82,5,PS4,2014,Europe,Cyprus,410,60,24600,15006
1432,82,5,XOne,2014,Europe,Cyprus,120,60,7200,5904
1433,83,5,PS4,2014,Europe,Cyprus,570,60,34200,27702
1434,83,5,XOne,2014,Europe,Cyprus,240,60,14400,9936
1435,83,5,PC,2014,Europe,Cyprus,140,60,8400,5208
1436,84,5,XOne,2014,Europe,Cyprus,400,60,24000,18240
1437,85,5,PS4,2014,Europe,Cyprus,570,60,34200,22914
1438,85,5,XOne,2014,Europe,Cyprus,230,60,13800,11592
1439,86,5,Nintendo Switch,2014,Europe,Cyprus,380,60,22800,15960
1440,87,5,Nintendo Switch,2014,Europe,Cyprus,420,60,25200,18396
1441,88,5,PS4,2014,Europe,Cyprus,470,60,28200,21714
1442,88,5,XOne,2014,Europe,Cyprus,110,60,6600,5544
1443,88,5,PC,2014,Europe,Cyprus,10,60,600,360
1444,89,5,XOne,2014,Europe,Cyprus,780,60,46800,35568
1445,90,5,Nintendo Switch,2014,Europe,Cyprus,550,60,33000,30360
1446,91,5,PS4,2014,Europe,Cyprus,800,60,48000,46080
1447,91,5,PC,2014,Europe,Cyprus,290,60,17400,13920
1448,91,5,XOne,2014,Europe,Cyprus,280,60,16800,15456
1449,92,5,PS4,2014,Europe,Cyprus,1080,60,64800,46008
1450,92,5,XOne,2014,Europe,Cyprus,340,60,20400,17136
1451,92,5,PC,2014,Europe,Cyprus,150,60,9000,6840
1452,93,5,PS4,2014,Europe,Cyprus,860,60,51600,44892
1453,93,5,XOne,2014,Europe,Cyprus,250,60,15000,10050
1454,93,5,PC,2014,Europe,Cyprus,160,60,9600,7200
1455,94,5,PS4,2014,Europe,Cyprus,930,60,55800,48546
1456,95,5,PS4,2014,Europe,Cyprus,880,60,52800,32208
1457,95,5,PC,2014,Europe,Cyprus,340,60,20400,13464
1458,95,5,XOne,2014,Europe,Cyprus,280,60,16800,13608
1459,96,5,PS4,2014,Europe,Cyprus,1380,60,82800,77832
1460,97,5,PS4,2014,Europe,Cyprus,250,60,15000,13950
1461,97,5,XOne,2014,Europe,Cyprus,90,60,5400,3780
1462,98,5,PS4,2014,Europe,Cyprus,540,60,32400,27540
1463,98,5,XOne,2014,Europe,Cyprus,180,60,10800,8100
1464,99,5,PS4,2014,Europe,Cyprus,980,60,58800,39396
1465,101,5,XOne,2014,Europe,Cyprus,800,60,48000,46560
1466,101,5,PC,2014,Europe,Cyprus,300,60,18000,16020
1467,102,5,PS4,2014,Europe,Cyprus,1430,60,85800,74646
1468,102,5,XOne,2014,Europe,Cyprus,500,60,30000,26400
1469,102,5,PC,2014,Europe,Cyprus,200,60,12000,9120
1470,103,5,PC,2014,Europe,Cyprus,1820,60,109200,103740
1471,104,5,XOne,2014,Europe,Cyprus,1000,60,60000,41400
1472,105,5,PS4,2014,Europe,Cyprus,2070,60,124200,108054
1473,105,5,XOne,2014,Europe,Cyprus,900,60,54000,32400
1474,105,5,PC,2014,Europe,Cyprus,330,60,19800,15642
1475,106,5,PS4,2014,Europe,Cyprus,2180,60,130800,82404
1476,106,5,XOne,2014,Europe,Cyprus,690,60,41400,31878
1477,106,5,PC,2014,Europe,Cyprus,440,60,26400,20328
1478,107,5,PS4,2014,Europe,Cyprus,2070,60,124200,114264
1479,107,5,XOne,2014,Europe,Cyprus,920,60,55200,33672
1480,108,5,PS4,2014,Europe,Cyprus,4330,60,259800,254604
1481,108,5,XOne,2014,Europe,Cyprus,1420,60,85200,81792
1482,108,5,PC,2014,Europe,Cyprus,270,60,16200,13284
1483,109,5,Nintendo Switch,2014,Europe,Cyprus,2150,60,129000,110940
1484,110,5,PS4,2014,Europe,Cyprus,3480,60,208800,139896
1485,110,5,XOne,2014,Europe,Cyprus,1550,60,93000,64170
1486,110,5,PC,2014,Europe,Cyprus,230,60,13800,12972
1487,111,5,PS4,2015,Europe,Cyprus,800,60,48000,29280
1488,111,5,XOne,2015,Europe,Cyprus,210,60,12600,7812
1489,111,5,PC,2015,Europe,Cyprus,40,60,2400,2160
1490,112,5,Nintendo Switch,2015,Europe,Cyprus,190,60,11400,7638
1491,112,5,PS4,2015,Europe,Cyprus,80,60,4800,3936
1492,112,5,XOne,2015,Europe,Cyprus,50,60,3000,2070
1493,113,5,Nintendo Switch,2015,Europe,Cyprus,250,60,15000,11850
1494,113,5,PS4,2015,Europe,Cyprus,130,60,7800,5226
1495,113,5,XOne,2015,Europe,Cyprus,40,60,2400,1824
1496,114,5,PS4,2015,Europe,Cyprus,160,60,9600,5760
1497,114,5,XOne,2015,Europe,Cyprus,50,60,3000,2730
1498,115,5,PS4,2015,Europe,Cyprus,370,60,22200,16428
1499,115,5,Nintendo Switch,2015,Europe,Cyprus,180,60,10800,10044
1500,115,5,XOne,2015,Europe,Cyprus,150,60,9000,8550
1501,116,5,PS4,2015,Europe,Cyprus,380,60,22800,18012
1502,116,5,XOne,2015,Europe,Cyprus,200,60,12000,9720
1503,116,5,Nintendo Switch,2015,Europe,Cyprus,50,60,3000,2310
1504,117,5,PS4,2015,Europe,Cyprus,330,60,19800,13464
1505,117,5,XOne,2015,Europe,Cyprus,130,60,7800,6942
1506,118,5,PS4,2015,Europe,Cyprus,420,60,25200,23940
1507,118,5,XOne,2015,Europe,Cyprus,220,60,13200,11616
1508,118,5,Nintendo Switch,2015,Europe,Cyprus,190,60,11400,11058
1509,118,5,PC,2015,Europe,Cyprus,40,60,2400,1896
1510,119,5,PS4,2015,Europe,Cyprus,410,60,24600,19434
1511,119,5,XOne,2015,Europe,Cyprus,200,60,12000,9000
1512,119,5,PC,2015,Europe,Cyprus,100,60,6000,5460
1513,123,5,PS4,2015,Europe,Cyprus,700,60,42000,31500
1514,123,5,XOne,2015,Europe,Cyprus,130,60,7800,6240
1515,123,5,PC,2015,Europe,Cyprus,120,60,7200,5616
1516,120,5,PS4,2015,Europe,Cyprus,520,60,31200,29016
1517,120,5,XOne,2015,Europe,Cyprus,110,60,6600,4884
1518,121,5,PS4,2014,Europe,Cyprus,6310,60,378600,310452
1519,121,5,XOne,2014,Europe,Cyprus,2190,60,131400,95922
1520,121,5,PC,2015,Europe,Cyprus,690,60,41400,30222
1521,122,5,PS4,2015,Europe,Cyprus,600,60,36000,34560
1522,122,5,XOne,2015,Europe,Cyprus,220,60,13200,12804
1523,124,5,PC,2014,Europe,Cyprus,510,60,30600,29682
1524,124,5,XOne,2015,Europe,Cyprus,380,60,22800,18468
1525,125,5,Nintendo Switch,2015,Europe,Cyprus,470,60,28200,16920
1526,126,5,Nintendo Switch,2015,Europe,Cyprus,530,60,31800,22260
1527,127,5,PS4,2015,Europe,Cyprus,900,60,54000,41580
1528,128,5,PS4,2015,Europe,Cyprus,780,60,46800,37908
1529,129,5,XOne,2015,Europe,Cyprus,900,60,54000,46440
1530,130,5,PS4,2015,Europe,Cyprus,1030,60,61800,44496
1531,130,5,XOne,2015,Europe,Cyprus,390,60,23400,18252
1532,130,5,PC,2015,Europe,Cyprus,110,60,6600,4422
1533,131,5,PS4,2015,Europe,Cyprus,790,60,47400,28914
1534,131,5,XOne,2015,Europe,Cyprus,230,60,13800,9108
1535,132,5,PS4,2015,Europe,Cyprus,670,60,40200,31356
1536,132,5,XOne,2015,Europe,Cyprus,300,60,18000,16740
1537,132,5,PC,2015,Europe,Cyprus,60,60,3600,2880
1538,133,5,PS4,2015,Europe,Cyprus,940,60,56400,54708
1539,133,5,XOne,2015,Europe,Cyprus,370,60,22200,14430
1540,133,5,PC,2015,Europe,Cyprus,130,60,7800,4992
1541,134,5,PS4,2015,Europe,Cyprus,1190,60,71400,49980
1542,134,5,XOne,2015,Europe,Cyprus,450,60,27000,20250
1543,134,5,PC,2015,Europe,Cyprus,80,60,4800,4320
1544,135,5,PS4,2015,Europe,Cyprus,810,60,48600,29160
1545,136,5,Nintendo Switch,2015,Europe,Cyprus,890,60,53400,51798
1546,137,5,PS4,2015,Europe,Cyprus,300,60,18000,12780
1547,137,5,XOne,2015,Europe,Cyprus,80,60,4800,3504
1548,138,5,XOne,2015,Europe,Cyprus,330,60,19800,13464
1549,139,5,PS4,2015,Europe,Cyprus,1990,60,119400,75222
1550,139,5,XOne,2015,Europe,Cyprus,560,60,33600,29904
1551,139,5,PC,2015,Europe,Cyprus,90,60,5400,4536
1552,140,5,PS4,2015,Europe,Cyprus,1360,60,81600,65280
1553,140,5,XOne,2015,Europe,Cyprus,260,60,15600,11076
1554,140,5,PC,2015,Europe,Cyprus,70,60,4200,4032
1555,141,5,PS4,2015,Europe,Cyprus,660,60,39600,36036
1556,141,5,XOne,2015,Europe,Cyprus,150,60,9000,7200
1557,141,5,PC,2015,Europe,Cyprus,60,60,3600,2808
1558,142,5,PS4,2015,Europe,Cyprus,1690,60,101400,92274
1559,142,5,XOne,2015,Europe,Cyprus,470,60,28200,17202
1560,142,5,PC,2015,Europe,Cyprus,30,60,1800,1584
1561,143,5,PS4,2015,Europe,Cyprus,2130,60,127800,94572
1562,143,5,XOne,2015,Europe,Cyprus,500,60,30000,18900
1563,143,5,PC,2015,Europe,Cyprus,460,60,27600,26496
1564,144,5,Nintendo Switch,2015,Europe,Cyprus,1180,60,70800,56640
1565,145,5,XOne,2015,Europe,Cyprus,1270,60,76200,51816
1566,146,5,PS4,2015,Europe,Cyprus,1710,60,102600,80028
1567,147,5,PS4,2015,Europe,Cyprus,3270,60,196200,135378
